drugName	condition	review	rating	date	usefulCount
Acclean 60 Second Fluoride Treatment	Pro-Den Rx (fluoride)	I was instructed to rinse with the mouth rinse for 14 days before bed to help my gums. After about day 9 I started to wake up with swollen lips and a weird feeling in my mouth. It is day 13 and I think I will not be using it the last day my mouth is sore with patches that feel raw and very uncomfortable.	1	January 4, 2018	10
Acclean 60 Second Fluoride Treatment	Pro-Den Rx (fluoride)	I have experienced severe dry mouth after using Pro-denRX aqueous gel for teeth brushing.  I used it for three weeks before I finally realized that my dry mouth started when I began the use of the toothpaste.  I have stopped using Pro-denRX and hope the side effects will eventually disappear.  It has only been two days since I stopped use, so it is too early to tell much.  My mouth is still severely dry.	1	November 2, 2017	10
Accolate		I have taken Accolate for 22 years for Asthma, I couldn't rate this medicine high enough.		June 18, 2017	12
Accucaine		I went today for a lidocaine infusion for fibromyalgia.  I went in with the only fear of the IV. After reading a few reviews,  I was not worried but mentally prepared.  I did not have any reactions or side effects. I was able to get up after a little over a hour put my boots on and walk out. I was able to get my errands done after. My pain going in was a 7 and within 10 minutes down to 0. Even my lower back from my spinal fusion felt great until I started shopping. Now its been a few hours and other than a very rare 2 from my back I have no pain.	10	January 19, 2021	1
Accucaine	Anesthesia	Lidocaine was injected to remove a suspect mole on my arm. Within minutes I had uncontrollable tremors  from mid chest radiating to my legs. I realized  that over the years I had experienced this reaction during prior procedures  when administered this drug. ( ie: dental)  The severity of the reaction has been cumulative with the last 2 being the most severe and frightening. My GP believes it’s a neurological  response rather than classic allergy. There are 2 groups of local anesthetic Amides  and Ester. Lidocaine is an Amide .  My dentist, ophthalmologist and dermatologist take my history seriously and do not use drugs from the Amides group. I seem to do find on Esters.	1	December 26, 2020	2
Accucaine	Anesthesia	Lidocaine is mixed with epinephrine, and it's the epinephrine which is causing many people's reactions.  Epinephrine speeds up heart rate.  Lidocaine is available without epinephrine.  The effect of epinephrine on the patient allows medical personnel to avoid using too much lidocaine, since epinephrine side effects are detectable.	10	May 30, 2020	5
Accucaine		I have Chronic back pain , fibromyalgia arthritis and was reluctant but went through with the first treatment with systemic lidocaine It did nothing , it didn't even make drowsy. It was a waste of time and 3 mth wait	1	February 24, 2020	2
Accucaine	Costochondritis	I had severe back pain for years along my bra line area Degenerative disc disease. I would wake up in the night in such bad pain it would be hard for me to take a breath. After seeing many doctors and taking many different pain pills I was referred to a pain specialist who gave me lidocaine injections into the sore spots of my back. I felt instant relief. And was relatively pain-free for six months and had to go again. This felt like a miracle, after trying so many different things, to be able to tolerate the pain I  continue to have. I wish I would have been told about lidocaine injections a lot sooner!	10	October 22, 2019	10
Accucaine	Anesthesia	I had terrible adverse reactions from Lidocaine after several dentist visits. Every time I received a Lidocaine injection it felt like I was having a heart attack (it was actually SEVERE heart palpitations), made me feel cold, and at one point triggered a minor seizure. I also have epilepsy so it is very possible that Lidocaine is not recommended for anyone with serious conditions (but my dentists kept using it anyway). Be careful if you are considering using Lidocaine as a local anesthetic.	1	June 12, 2019	4
Accucaine	L-Caine (lidocaine) for Anesthesia	Not a great deal of relief in both lumber spine,hips and legs also the problems have at levels C6,C7 much the same. Side effects great loss of bowel control, not nice.	5	October 10, 2018	2
Accucaine	Anesthesia	I have used 5% lidocaine patches for sciatica and bursitis in my thighs. I can usually sit only for 10 to 15 minutes before the pain becomes unbearable. A patch takes about 5 minutes to completely relieve the pain for the day.   That problem has cleared but now I have a broken leg requiring a lot of sitting and lying down. The pain is back when I sit but now my insurance, United Health Care, has denied approval to use it so I could only sit when I had to for the last 4 weeks, otherwise stand or lie down. Wheel chairs can't be used for longer than 10 to 15 minutes at a time.   The 5% patches are great if you can get them.		March 1, 2018	6
Accucaine	Anesthesia	I used this after having a tooth pulled - it caused nausea 	10	April 3, 2017	2
Accupril	High Blood Pressure	Have had no debilitating side effects from this medication at 10mg.   I did notice on my last blood test my Potassium was up but not out of range.  Was tired for first few weeks, get cold hands and feet if outside but it's manageable.  The effects of this medicine seem to diminish after starting my bp is slowly rising I have gained some weight which might have caused the increase working on removing the excess now.		January 23, 2018	5
Accuretic		Dizziness & faint feelings after taking this	4	September 5, 2018	0
Accutane	Acne	WISH I HAD TAKEN ACCUTANE A DECADE SOONER. Refractory to every birth control, topical treatment, antibiotic, diet. Several dermatologists recommended but I had heard negative things and hoped it would disappear by my mid 20's. It didn't and once I had a steady job with good health insurance I found a conveniently located experienced dermatologist  practice and started 30mg daily for 1st month (I weigh 135 lb), then 40mg daily for 6 months. We discussed increasing to 60mg but I had good results and wanted to keep side effects manageable. The 1st month a few more cysts on my back, after that ~1 tiny pimple per month that resolved quickly, a year later skin has stayed clear and scarring is lighter with topical acids. Triglycerides increased 1 month likely related to labs not being taken fasting, first week dose increased I had diarrhea, slightly tired and less social, dry (constantly drinking water and moisturizing), mild muscle pain toward the end, and derm mentioned poor wound healing can occur.	9	April 25, 2021	0
Accutane	Acne	For background, I am a female in my mid-20s. I took 40 mg of Accutane for 8 months (on and off, since I sometimes I had to stop to take antibiotics). I had no other health problems other than depression and anxiety prior to taking Accutane. Neither of these conditions worsened or improved for me while on the drug.   This drug does what it says it will do. The acne on my chest and back has completely cleared and not come back. I only get hormonal breakouts before my period now.  The prominent side effects that I experienced were hair loss, weight gain (not due to the medication, but having to take Accutane with a high fat meal, feeling more tired on drug etc.), and body aches.   I am still coping with hair loss, but my dermatologist has said it is temporary. And joint pains from the medication. If I do not drink a lot of water throughout the day, then my joints start to feel really stiff. But other than that, I did not experience any other lasting side effects.	9	April 23, 2021	1
